id,X,Y,M,V
3360,203.04695,292.48438,41.564247,0.5891811
3361,107.24371,35.199036,76.5186,0.4463571
3362,233.15611,188.7696,159.46089,0.3845092
3363,-183.27164,198.62027,102.667694,0.60048395
3364,-277.7965,-238.15363,99.636444,0.4041154
3365,364.9169,310.94498,123.96927,0.50656116
3366,-179.20879,137.98256,159.73369,0.737352
3367,-106.42945,-377.10178,138.18398,0.5861033
3368,-33.60954,173.87164,131.57625,0.40506724
3369,-170.17676,180.4994,126.5097,0.6178602
3370,-279.64142,294.68796,160.53732,0.2863483
3371,-246.92665,-77.76543,160.16464,0.3941906
3372,-209.6341,-359.8821,93.05374,0.6254573
3373,-132.2544,250.22716,61.513977,0.8339768
3374,-76.08984,390.11102,99.976814,0.7662896
3375,196.86241,-165.42155,146.64833,0.86458987
3376,-206.29402,385.58835,48.20971,0.40130264
3377,-237.5933,-142.07541,80.944214,0.34091648
3378,375.60138,148.27475,126.383125,0.25438374
3379,-86.07057,-208.73126,105.20796,0.4954679
3380,389.0987,-28.079378,83.49167,0.61333406
3381,-344.26816,-90.513664,143.06325,0.2664531
3382,316.2361,-251.04855,46.25508,0.70366555
3383,62.054436,-270.34738,127.139885,0.82581407
3384,-203.34222,46.901466,25.395067,0.67771727
3385,400.49304,-3.958545,47.31418,0.39857244
3386,377.47836,-28.689808,49.997852,0.5696797
3387,-209.35939,-0.034689672,168.5273,0.39868334
3388,-373.67236,165.21506,104.000916,0.40492913
3389,-262.25568,-11.397127,24.97174,0.8458196
3390,-12.843644,79.69038,59.025623,0.57338756
3391,-258.41037,30.254978,72.86537,0.94529563
3392,-42.575962,-10.802725,107.29927,0.7109952
3393,-224.68387,-385.36676,149.89278,0.85932153
3394,-302.80185,327.0692,48.36463,0.5949888
3395,-252.66893,-134.39752,168.07246,0.5989146
3396,-396.4224,-123.56638,121.470535,0.43229526
3397,269.00717,378.4369,88.4654,0.8087078
3398,-113.69684,141.3868,92.225464,0.43575093
3399,282.4775,-346.28723,153.77077,0.78878933
3400,309.0969,233.54039,73.1589,0.5237737
3401,17.242838,2.5765953,100.75439,0.44274288
3402,287.31647,174.51045,170.68533,0.49334133
3403,-88.342,-229.27428,161.13516,0.43775734
3404,-328.90445,-296.6894,53.221657,0.68407404
3405,205.62096,-161.52594,69.31064,0.60315
3406,-179.29617,68.21898,25.009388,0.8449956
3407,371.79736,229.71931,46.541397,0.5922447
3408,251.2366,330.2241,41.01481,0.7164612
3409,-337.70966,-68.67788,88.24,0.7912537
3410,182.71204,175.43584,141.28232,0.83639616
3411,-361.0869,-42.009598,152.01962,0.513615
3412,-1.524408,257.68677,105.336555,0.24847513
3413,-32.028038,-283.59174,95.78915,0.72180575
3414,251.19286,372.69662,60.470383,0.35717884
3415,324.3856,-371.6683,134.58224,0.6692333
3416,-384.72263,15.451372,87.84051,0.59867847
3417,-6.7533875,-363.74167,114.05135,0.53903574
3418,-180.11935,57.193226,126.38303,0.37622112
3419,318.6385,209.46094,123.37788,0.70592505
3420,83.768005,-345.47855,74.82254,0.27289852
3421,-74.489525,307.28616,61.634945,0.65936685
3422,62.420853,369.56787,97.88498,0.81403804
3423,327.23853,-254.13953,60.126274,0.8390893
3424,297.40652,131.20808,51.67898,0.24610522
3425,-269.80435,-81.1654,158.30975,0.7617284
3426,271.73877,-137.2438,84.80071,0.5297784
3427,-325.39783,-245.8191,32.53027,0.5235356
3428,-141.15283,282.2009,148.3805,0.40503132
3429,262.57538,2.2548354,44.18263,0.3255326
3430,371.01508,171.8163,131.51576,0.26211238
3431,200.35838,303.21585,33.57963,0.40519622
3432,-255.81557,104.14647,109.87689,0.20933153
3433,-283.29193,368.48874,67.34931,0.8784165
3434,-107.09121,379.8868,157.6983,0.59660393
3435,-393.6602,-246.99364,51.785423,0.73735636
3436,355.76096,342.53085,47.357296,0.47557834
3437,270.72314,-69.20858,164.60791,0.45228398
3438,328.7008,105.87571,94.19903,0.22108288
3439,-384.67477,66.81938,93.2533,0.39431337
3440,-63.75679,275.85117,100.06244,0.20543559
3441,-371.65445,135.11987,110.28847,0.6646715
3442,-82.3199,265.53418,35.299366,0.39554277
3443,165.56567,370.17108,120.04516,0.5963356
3444,-231.72113,59.55081,99.15282,0.77357024
3445,-306.04187,-186.6334,116.699615,0.9104873
3446,-267.52692,140.36536,129.16219,0.6532438
3447,-20.092817,314.98718,120.22301,0.6003894
3448,52.678017,-240.27121,96.222435,0.22195102
3449,-99.490944,-340.45215,25.74705,0.59313184
3450,-247.49086,-302.71484,47.360683,0.5258002
3451,319.80795,-98.18545,54.639595,0.8566051
3452,-378.60516,14.551448,134.32669,0.3744821
3453,-294.30423,191.35902,48.710274,0.94413257
3454,-199.61871,80.91045,65.93615,0.6267627
3455,148.9164,80.13377,29.059662,0.31535202
3456,21.156815,68.07728,71.09687,0.8464474
3457,-297.6134,-95.23602,87.60988,0.729381
3458,57.520874,169.40457,25.018522,0.51870936
3459,186.811,-383.60492,52.45153,0.53081286
3460,-0.5261067,-397.3478,124.66395,0.40320677
3461,402.7541,88.34887,100.48252,0.42595556
3462,105.10427,87.79288,69.90289,0.24758139
3463,186.73799,-59.023357,90.95458,0.6225152
3464,292.42365,89.7451,115.608795,0.8619539
3465,-29.599306,74.15947,148.85632,0.22283411
3466,234.43394,36.545513,57.316097,0.59284544
3467,241.25858,-378.12863,93.86349,0.5973553
3468,35.456253,275.5192,79.5123,0.20743114
3469,-190.91899,-295.75824,47.946327,0.19977604
3470,-226.78134,-67.87215,31.098593,0.22434315
3471,-53.50556,-349.12338,125.323685,0.78647834
3472,277.19562,20.279337,157.20294,0.8303646
3473,1.9531064,153.86667,155.68683,0.86601216
3474,374.33932,-260.0778,48.57793,0.40521815
3475,-89.11858,294.44006,47.4242,0.43607083
3476,-107.8578,163.11288,135.01193,0.83584833
3477,-7.9704695,185.46408,43.01991,0.21911845
3478,153.70325,-28.410036,145.4204,0.68055135
3479,-359.8963,-116.38033,65.3196,0.535016
3480,229.53587,-47.59863,132.93999,0.7711801
3481,60.782562,22.042507,136.25732,0.62007564
3482,64.49011,-161.76088,147.30185,0.22037217
3483,360.07153,-231.12906,130.36795,0.40063655
3484,-49.762608,-216.98079,92.25081,0.40109298
3485,255.85454,-233.6477,130.5528,0.57198226
3486,148.60532,233.69403,142.02646,0.39803928
3487,-272.895,-43.920128,129.46283,0.20157902
3488,-376.27505,186.56471,107.07221,0.6203731
3489,311.62698,-3.8028967,155.36093,0.86783445
3490,143.43634,-280.92975,174.19186,0.3970356
3491,-349.96957,148.42624,63.080692,0.22361375
3492,307.77643,-158.25565,159.03458,0.7875809
3493,-211.55443,63.82099,81.07274,0.3568855
3494,-137.15503,153.85928,154.31151,0.2163099
3495,-325.82224,358.66785,114.01823,0.4747541
3496,70.64045,124.927284,71.02051,0.30865538
3497,360.33603,-325.9329,103.24026,0.28345186
3498,258.44073,-394.44022,142.26952,0.5109646
3499,62.313396,279.70786,60.624485,0.3833293
